1,0,931.000,387.000,138.000,189.000,0.879395,-1,-1,-1
1,1,417.500,394.500,186.500,210.000,0.856934,-1,-1,-1
1,2,725.000,370.000,168.000,228.000,0.824219,-1,-1,-1
1,3,556.000,414.000,156.000,218.000,0.815430,-1,-1,-1
1,4,216.750,375.500,134.500,200.000,0.773926,-1,-1,-1
1,5,349.000,361.000,148.000,185.500,0.746094,-1,-1,-1
2,0,933.000,386.000,137.000,191.000,0.808105,-1,-1,-1
2,1,417.500,393.750,187.000,204.250,0.853516,-1,-1,-1
2,2,728.000,413.000,165.000,185.000,0.660156,-1,-1,-1
2,3,571.500,411.000,142.000,219.000,0.774414,-1,-1,-1
2,4,232.620,376.000,115.880,198.000,0.775391,-1,-1,-1
2,5,355.000,360.000,133.000,185.000,0.587891,-1,-1,-1
3,0,939.000,389.000,136.000,185.000,0.691895,-1,-1,-1
3,1,420.000,394.000,188.000,205.000,0.826172,-1,-1,-1
3,2,737.000,391.500,156.000,205.000,0.690918,-1,-1,-1
3,3,585.000,414.000,136.000,213.000,0.496094,-1,-1,-1
3,4,251.500,378.500,104.000,186.000,0.568848,-1,-1,-1
3,5,365.500,362.000,141.500,172.000,0.619629,-1,-1,-1
4,0,953.000,388.000,117.000,185.000,0.578613,-1,-1,-1
4,1,430.500,389.750,179.000,208.250,0.786133,-1,-1,-1
4,2,751.500,394.500,144.000,202.000,0.772461,-1,-1,-1
4,3,603.000,416.000,130.000,209.000,0.792969,-1,-1,-1
4,4,258.750,378.500,103.000,193.000,0.768555,-1,-1,-1
4,5,384.000,358.000,121.000,166.500,0.442627,-1,-1,-1
5,0,970.000,390.000,104.000,181.000,0.541992,-1,-1,-1
5,1,447.750,388.750,164.250,206.250,0.603027,-1,-1,-1
5,3,617.000,416.750,114.000,206.250,0.354980,-1,-1,-1
5,4,270.500,378.000,93.000,195.000,0.823242,-1,-1,-1
5,5,399.000,375.500,94.000,165.500,0.326904,-1,-1,-1
6,0,988.000,389.000,90.000,182.000,0.815918,-1,-1,-1
6,1,463.500,387.000,144.000,206.000,0.660156,-1,-1,-1
6,3,620.000,413.000,95.000,214.000,0.598145,-1,-1,-1
6,4,273.500,375.500,86.000,199.500,0.829590,-1,-1,-1
6,5,410.000,356.500,90.000,180.000,0.734863,-1,-1,-1
6,6,795.000,366.000,120.000,233.000,0.772461,-1,-1,-1
6,7,0.620,619.000,133.500,100.000,0.265137,-1,-1,-1
7,0,992.000,388.500,92.000,189.500,0.769531,-1,-1,-1
7,1,480.000,388.750,91.000,204.250,0.432129,-1,-1,-1
7,3,626.000,412.000,89.000,216.000,0.724121,-1,-1,-1
7,4,277.500,372.000,74.000,205.500,0.801758,-1,-1,-1
7,5,419.000,352.000,87.000,194.000,0.672363,-1,-1,-1
7,6,802.500,364.500,120.000,229.500,0.746094,-1,-1,-1
7,8,480.500,479.000,84.000,116.000,0.259033,-1,-1,-1
7,9,573.000,656.000,100.000,62.000,0.254639,-1,-1,-1
8,0,1001.000,381.000,86.000,194.000,0.728027,-1,-1,-1
8,1,498.000,381.500,73.000,211.000,0.773438,-1,-1,-1
8,3,627.000,404.750,92.000,222.250,0.808594,-1,-1,-1
8,4,276.500,364.500,76.500,210.000,0.840820,-1,-1,-1
8,5,425.500,350.000,75.500,195.500,0.820312,-1,-1,-1
8,6,808.000,369.500,90.000,224.500,0.734863,-1,-1,-1
8,10,779.000,648.000,86.000,72.000,0.351318,-1,-1,-1
8,11,364.500,646.500,87.000,72.000,0.265137,-1,-1,-1
9,0,1003.500,378.500,80.500,191.500,0.794922,-1,-1,-1
9,1,499.500,379.500,91.000,217.000,0.748535,-1,-1,-1
9,3,632.500,401.500,83.000,223.000,0.802734,-1,-1,-1
9,4,282.500,362.500,73.000,212.500,0.807617,-1,-1,-1
9,5,434.000,348.500,71.000,197.000,0.728027,-1,-1,-1
9,6,815.000,400.000,80.000,192.000,0.676758,-1,-1,-1
9,9,573.000,654.500,98.000,64.000,0.269775,-1,-1,-1
9,10,779.500,648.000,87.000,72.000,0.330322,-1,-1,-1
9,11,366.500,646.500,85.000,72.000,0.269775,-1,-1,-1
10,0,1009.000,374.000,108.000,192.000,0.828613,-1,-1,-1
10,1,503.000,375.500,93.000,215.500,0.715332,-1,-1,-1
10,3,640.000,394.500,82.000,228.000,0.827637,-1,-1,-1
10,4,283.000,360.500,86.000,210.000,0.800293,-1,-1,-1
10,5,439.000,348.000,71.000,195.500,0.702637,-1,-1,-1
10,6,822.000,392.750,90.000,200.250,0.645996,-1,-1,-1
11,0,1012.000,373.000,120.000,191.500,0.834473,-1,-1,-1
11,1,504.250,378.000,89.750,216.000,0.544922,-1,-1,-1
